3 0 3	.CCBBBHH.FL..AAFLY...FLYG.DUU.G.DEE. 
8 4 4	CCBBB.HH.FL.AADFLY..DFLYG..UU.G..EE. C99 B99 A99 D98 
8 6 2	.CCBBBHHDF..AADF.....FLYGUU.LYGEE.L. L98 A99 Y99 D97 U98 E98 
8 5 3	.CCBBB.HHFLYGAAFLYG..FL...D.UU..D.EE H99 Y99 G98 U99 E99 
8 5 3	CCBBB..HHFLY.AAFLY..DFL.G.DUU.G..EE. C99 B99 H99 Y99 D99 
8 5 3	.CCBBB.HHFLY.AAFLYG..FL.G.D.UU..D.EE H99 Y99 G99 U99 E99 
8 5 3	.CCBBB.HHFLYAA.FLY...FL.G.D.UUG.D.EE H99 A99 Y99 U99 E99 
8 5 3	.CCBBB.HH.LY.AAFLY...FL.G.DFUUG.D.EE H99 F99 Y99 U99 E99 
8 5 3	CCBBB..HHFLYGAAFLYG..FL...DUU...DEE. C99 B99 H99 Y99 G98 
8 5 3	CC.BBB.HHFLY.AAFLY...FL.G.D.UUG.D.EE C99 H99 Y99 U99 E99 
8 5 3	.CCBBBHH.FL.AADFL...DFL.G.UU.YG.EE.Y A99 Y98 D98 U99 E99 
8 5 3	.CCBBBHH.F..AADF.Y..DFLYG.UUL.G.EEL. L98 A99 D98 U99 E99 
8 5 3	.CCBBBHH.FL.AADFL.G.DFL.G..UUY..EE.Y A99 Y98 G99 D98 E99 
8 6 2	CC.BBB.HH.LY.AA.LY...FL.G.DFUUG.DFEE C99 H99 F98 Y99 U99 E99 
8 5 3	CCBBB.HHDFL.AADFL....FLYG..UUYG..EE. C99 B99 A99 Y99 D97 
8 5 3	.CCBBB.HHFL.AADFL...DFL.G..UUYG.EE.Y H99 A99 Y98 D98 E99 
8 6 2	CCDBBBHHDFL.AA.FL.G..FLYG.UU.Y...EE. C99 A99 Y99 G99 D96 U99 
8 4 4	.CCBBBHH.FLYAADFLY..DFL.GUU...G..EE. A99 Y99 D98 U98 
8 7 1	CCDBBBHHDF..AA.F.....FLYGUU.LYGEE.L. C99 L98 A99 Y99 D96 U98 E98 
8 6 2	CCDBBBHHDFL.AA.FL....FLYG.UU.YG.EE.. C99 A99 Y99 D96 U99 E99 
8 5 3	CCBBB.HH.FLY.AAFLYG..FL.G.DUU...DEE. C99 B99 G99 Y95 
8 8 0	CCDBBBHHD...AA.......FLYGUUFLYGEEFL. C99 F98 L98 A99 Y99 D96 U98 E98 
8 5 3	.CCBBBHH.FL.AADFL.G.DFL.GUU..Y...EEY A99 Y98 G99 D98 U98 
8 7 1	CCDBBBHHDF..AA.F.....FLYG.UULYG.EEL. C99 L98 A99 Y99 D96 U99 E99 
8 6 2	CCDBBBHHDFL.AA.FL.G..FLYG..UUY..EE.. C99 A99 Y99 G99 D96 E99 
8 5 3	.CCBBBHH.F..AADFL...DFL.GUU.LYG..EEY L99 A99 Y98 D98 U98 
8 6 2	.CCBBBHH.F..AADF....DFL.GUU.LYG.EELY L98 A99 Y98 D98 U98 E99 
8 5 3	.CCBBBHH..L.AADFL...DFL.GUUF.YG..EEY F99 A99 Y98 D98 U98 
8 6 2	CCDBBBHHDFL.AA.FL.G..FLYG..UUYEE.... C99 A99 Y99 G99 D96 E97 
8 5 3	.CCBBB.HHFL.AADFL...DFL.GUU..YG..EEY H99 A99 Y98 D98 U98 
8 5 3	CC.BBBHH.FL.AADFL...DFL.GUU..YG..EEY C99 A99 D98 U98 Y98 
8 4 4	.CCBBBHH.FLYAADFLY..DFL.G..UU.G.EE.. A99 Y99 D98 E99 
8 5 3	.CCBBBHH.FL.AADFL...DFL.G.UU.YGEE..Y A99 Y98 D98 U99 E98 
8 5 3	.CCBBB.HHFL..AAFLYG.DFLYG.D.UUEE.... H99 G99 D99 U99 E97 
8 6 2	.CCBBBHH.F..AADF....DFL.G.UULYGEE.LY L98 A99 Y98 D98 U99 E98 
8 4 4	.CCBBBHH.FLYAADFLY..DFL.G..UU.G...EE A99 Y99 D98 E99 
8 5 3	.CCBBB.HHFL.AADFL...DFL.G..UUYGEE..Y H99 A99 Y98 D98 E98 
8 5 3	CC.BBBHH.FL.AADFL...DFL.G..UUYGEE..Y C99 A99 D98 Y98 E98 
8 6 2	CCBBB..HHFL.GAAFL.G.DFLY..DUUY...EE. C99 B99 H99 Y99 G98 D99 
8 6 2	CCBBBY.HHFLYGAAFL.G..FL...DUU...DEE. C99 B99 H99 Y96 G98 
8 5 3	.CCBBBHH.FLYGAAFLYG.DFL...D.UU.EE... Y99 G98 D99 U99 E98 
8 6 2	.CCBBBHH.F..AADF....DFL.GUU.LYGEE.LY L98 A99 Y98 D98 U98 E98 
8 6 2	.CCBBBHH..L.AAD.L...DFL.GUUF.YGEEF.Y F98 A99 Y98 D98 U98 E98 
8 7 1	.CCBBBHH....AAD.....DFL.GUUFLYGEEFLY F98 L98 A99 Y98 D98 U98 E98 
8 5 3	.CCBBBHH.FLY.AAFLYG.DFL.G.DUU..EE... Y95 G99 D99 E98 
8 6 2	CCBBB.HH.FL..AAFL.G.DFL.G.DUUY.EE..Y C99 B99 D99 G99 Y98 E98 
8 6 2	CC.BBB..HHL.GAA.LYG..FLY..DFUU..DFEE C99 H98 F98 G98 U99 E99 
8 5 3	.CCBBBGHH.L.GAAFLY..DFLY..DFUU...EE. H99 F99 G97 D99 U99 
8 6 2	CC.BBBGHHFL.GAAFL...DFLY..DUUYEE.... C99 G97 H99 D99 Y99 E97 
8 6 2	CCBBB..HHFL..AAFL...DFLYG.DUUYGEE... C99 B99 H99 Y99 D99 E98 
8 5 3	.CCBBBHH..L..AAFLYG.DFLYG.DFUU..EE.. F99 G99 D99 U99 E99 
8 6 2	CCBBBY.HHFLY.AAFL...DFL.G.DUU.G.EE.. C99 B99 H99 Y98 D99 E99 
8 5 3	.CCBBBHHDFL.AADFL.G..FLYG..UUY....EE A99 Y99 G99 D97 E99 
8 6 2	CCBBB.HH.FL..AAFL.G.DFL.G.DUUY..EE.Y C99 B99 D99 G99 Y98 E99 
8 6 2	CCBBB.HH.FL..AAFL.G.DFLYG.DUUY....EE C99 B99 Y99 G99 D99 E99 
8 5 3	CCBBB.HH.FLY.AAFLY...FL.G.DUU.G.D.EE C99 B99 Y97 E99 
8 6 2	CCBBB.HH.FL.AA.FL...DFLYG.DUUYG...EE C99 B99 A99 Y99 D99 E99 
8 6 2	CCBBBYHH.FLYGAAFL.G..FL...DUU...D.EE C99 B99 Y96 G98 E99 
8 5 3	CCBBB.HH.FL..AAFLY...FLYG.DUU.G.D.EE C99 B99 Y98 E99 
8 6 2	CC.BBB.HHFL.GAAFL.G.DFLY..DUUY....EE C99 H99 Y99 G98 D99 E99 
8 6 2	CC.BBB.HHFL..AAFL.G.DFLYG.DUUY....EE C99 H99 Y99 G99 D99 E99 
8 6 2	CC.BBB.HHFL.AA.FL...DFLYG.DUUYG...EE C99 H99 A99 Y99 D99 E99 
8 6 2	.CCBBBHH..L..AA.LYG..FLYG.DFUUEEDF.. F98 G99 D98 U99 E97 
8 6 2	CCBBBY.HHFLY.AAFL....FL.G.DUU.G.D.EE C99 B99 H99 Y96 E99 
8 5 3	GCCBBBGHH.L..AAFLY..DFLY..DFUU...EE. H99 F99 G96 D99 U99 
8 6 2	CCBBB..HHFL..AAFL...DFLYG.DUUYG...EE C99 B99 H99 Y99 D99 E99 
8 5 3	CCBBB..HHFLY.AAFLY...FL.G.DUU.G.DEE. C99 B99 H99 Y97 
8 6 2	.CCBBB.HHFL.AA.FL.G.DFLYG.DUUY.EE... H99 A99 Y99 G99 D99 E98 
8 5 3	CC.BBB.HHFLY.AAFLY...FL.G.DUU.G.D.EE C99 H99 Y97 E99 
8 6 2	CC.BBBHH.FL.AA.FL.G.DFLYG.DUUY.EE... C99 A99 G99 D99 Y99 E98 
8 6 2	CCBBB.HH.FL.AA.FL...DFL.G.DUUYG.EE.Y C99 B99 A99 D99 Y98 E99 
8 6 2	CCBBB.HH.FL.AA.FL.G.DFL.G.DUUY...EEY C99 B99 A99 D99 G99 Y98 
8 6 2	GCCBBBGHHFL.AA.FL...DFL...DUUY.EE..Y H99 A99 Y98 G96 D99 E98 
8 6 2	CCBBB.HH.FL.GAAFL.G.DFL...DUUY.EE..Y C99 B99 D99 G98 Y98 E98 
8 6 2	CCBBB.HH.FL.GAAFL.G.DFL...DUUY..EE.Y C99 B99 D99 G98 Y98 E99 
8 5 3	CCBBB.HH.FL.GAAFLYG.DFLY..DUU....EE. C99 B99 G98 D99 
8 6 2	CCBBBY.HHFLY.AAFL....FL.G.D.UUG.DEE. C99 B99 H99 Y96 U99 
8 4 4	.CCBBBHH.FL.AADFLYG.DFLYGUU......EE. A99 G99 D98 U98 
8 5 3	.CCBBBHH.FL.AADFL.G.DFLYGUU..Y...EE. A99 Y99 G99 D98 U98 
8 4 4	.CCBBBHH.FL.AADFLYG.DFLYG..UU.....EE A99 G99 D98 E99 
8 4 4	.CCBBBHH.FL.AADFLYG.DFLYG..UU.EE.... A99 G99 D98 E97 
8 5 3	.CCBBBHH.FL.AADFL.G.DFL.G..UUYEE...Y A99 Y98 G99 D98 E97 
8 6 2	CCBBBYHH.FLY.AAFL...DFL.G.DUU.G.EE.. C99 B99 D99 Y94 E99 
8 6 2	CCBBBYHH.FLY.AAFL...DFL.G.D.UUG..EE. C99 B99 D99 U99 Y94 
8 4 4	.CCBBBHH.FL.AADFLY..DFLYGUU...G...EE A99 D98 U98 E99 
8 5 3	CCBBB.GHHFL.GAAFLY...FLY..DUU...D.EE C99 B99 G97 H99 E99 
8 5 3	.CCBBBHH..L.AAD.LY..DFLYGUUF..G..FEE F98 A99 D98 U98 E99 
8 6 2	.CCBBBGHHFL.GAAFL....FLY..DUUYEED... H99 Y99 G97 D98 E97 
8 6 2	CCBBBYHH.FLYGAAFL.G.DFL...DUU....EE. C99 B99 D99 G98 Y94 
8 6 2	CCBBBYHH.FLY.AAFL.G.DFL.G.DUU....EE. C99 B99 D99 G99 Y94 
8 5 3	.CCBBBHH.FL.AADFL...DFLYG.UU.YG...EE A99 Y99 D98 U99 E99 
8 6 2	CCDBBBHHDFL.AA.FL....FLYG.UU.YG...EE C99 A99 Y99 D96 U99 E99 
8 6 2	CC.BBB.HHFL.AA.FL.G..FLYG.DUUY..D.EE C99 H99 A99 G99 Y99 E99 
8 6 2	CCBBB..HHFL..AAFL.G.DFLYG.DUUY...EE. C99 B99 H99 Y99 G99 D99 
8 6 2	CCDBBBHHDFL.AA.FL.G..FLYG..UUY....EE C99 A99 Y99 G99 D96 E99 
8 4 4	CC.BBBHHDFLYAADFLY...FL.G..UU.G..EE. C99 Y99 A99 D97 
8 5 3	CCBBB..HHFLYGAAFLYG..FL...DUU...DEE. C99 B99 H99 Y99 G98 
8 5 3	.CCBBBHH.F..AADFL...DFLYG.UULYG..EE. L99 A99 Y99 D98 U99 
8 6 2	CC.BBBGHHFL.GAAFL...DFL...DUUY..EE.Y C99 G97 H99 D99 Y98 E99 
8 6 2	CC.BBBGHHFL.GAAFL...DFL...DUUY.EE..Y C99 G97 H99 D99 Y98 E98 
8 5 3	.CCBBBHH.FL.AADFL.G.DFLYG..UUY....EE A99 Y99 G99 D98 E99 
8 5 3	CC.BBBHH.FL.AA.FLY..DFLYG.D.UUG...EE C99 A99 D99 U99 E99 
8 5 3	CCBBB.HH.FL..AAFLY..DFLYG.D.UUG...EE C99 B99 D99 U99 E99 
8 5 3	CC.BBB.HHFL.GAAFLYG.DFLY..DUU.....EE C99 H99 D99 G98 E99 
8 5 3	.CCBBB.HHFL.GAAFLYG..FLY..DUU...D.EE C98 H99 G98 E99 
8 5 3	CC.BBB.HHFL..AAFLYG.DFLYG.DUU.....EE C99 H99 D99 G99 E99 
8 5 3	.CCBBB.HHFL.AADFL.G.DFLYG..UUY...EE. H99 A99 Y99 G99 D98 
8 5 3	.CCBBB.HH.L.GAAFLYG.DFLY..DFUU...EE. H99 F99 G98 D99 U99 
8 5 3	.CCBBBHH.F..AADF.Y..DFLYGUU.L.G.EEL. L98 A99 D98 U98 E99 
8 5 3	CCBBB..HHFL.GAAFLYG..FLY..DUU...DEE. C99 B99 H99 G98 
8 5 3	.CCBBB.HHFLYGAAFLYG.DFL...DUU.EE.... H99 Y99 G98 D99 E97 
8 5 3	.CCBBB.HH.L.AA.FLY..DFLYG.DFUUG..EE. H99 F99 A99 D99 U99 
8 5 3	CC.BBB.HH.L..AAFLY..DFLYG.DFUUG..EE. C99 H99 F99 D99 U99 
8 5 3	.CCBBBHH.FLYAA.FLYG.DFL.G.DUU..EE... A99 Y99 G99 D99 E98 
8 5 3	CC.BBBHH.FL.AA.FLYG.DFLYG.DUU..EE... C99 A99 G99 D99 E98 
8 6 2	.CCBBBHH..LY.AA.LYG.DFL.G.DFUUEE.F.. F98 Y99 G99 D99 U99 E97 
8 6 2	.CCBBBHH..L...AALYG.DFLYG.DFUUEE.F.. F98 A99 G99 D99 U99 E97 
8 6 2	CCBBB.GHHFL.GAAFL....FLY..DUUY..D.EE C99 B99 H99 Y99 G97 E99 
8 5 3	CCDBBBHHDFLYAA.FLY...FL.G...UUG..EE. C99 Y99 A99 D96 U99 
8 5 3	.CCBBBHH..LY.AAFLY..DFL.G.DFUUG...EE F99 Y99 D99 U99 E99 
8 6 2	.CCBBBHH.F..AADF....DFLYG.UULYG.EEL. L98 A99 Y99 D98 U99 E99 
8 5 3	.CCBBB.HH.L..AAFLY..DFLYG.DFUUG...EE H99 F99 D99 U99 E99 
8 6 2	.CCBBBHH..L.AA..LYG.DFLYG.DFUUEE.F.. F98 A99 G99 D99 U99 E97 
8 6 2	.CCBBB..HHL..AA.LYG.DFLYG.DFUUEE.F.. H98 F98 G99 D99 U99 E97 
8 5 3	CC.BBBHH..L..AAFLY..DFLYG.DFUUG...EE C99 F99 D99 U99 E99 
8 6 2	.CCBBB.HHFL.GAAFL.G..FL...DUUYEED..Y H99 Y98 G98 D98 E97 
8 6 2	GCCBBBGHHFL..AAFL...DFL...DUUY..EE.Y H99 Y98 G96 D99 E99 
8 6 2	.CCBBB.HH.L.GAA.LYG.DFLY..DFUUEE.F.. H99 F98 G98 D99 U99 E97 
8 6 2	.CCBBB.HHFL..AAFL...DFL.G.DUUYG.EE.Y H99 Y98 G98 D99 E99 
8 6 2	CCBBBYHH.FLYGAAFL.G.DFL...DUU.....EE C99 B99 Y98 D99 G98 E99 
8 5 3	CCDBBBHHDFLY.AAFLY...FL.G..UU.G..EE. C99 Y99 A98 D96 
8 5 3	CC.BBBHH..LYGAAFLYG..FL...DFUU..DEE. C99 F99 Y99 G98 U99 
8 6 2	CCBBB.HH.FL.GAAFL.G.DFLY..DUUY.EE... C99 B99 D99 Y99 G98 E98 
8 4 4	.CCBBBHHDFL.AADFLY...FLYG.UU..GEE... A99 D97 U99 E98 
8 5 3	.CCBBBHHDF..AADF.Y...FLYG.UUL.GEE.L. L98 A99 D97 U99 E98 
8 4 4	.CCBBBHHDFLYAADFLY...FL.G.UU..G..EE. A99 Y99 D97 U99 
8 5 3	CC.BBBGHHFL.GAAFLY..DFLY..D.UU...EE. C99 H99 D99 G97 U99 
8 5 3	CC.BBB.HHFL.AA.FLY..DFLYG.D.UUG..EE. C99 H99 A99 D99 U99 
8 5 3	CC.BBBHH.FLYAA.FLY..DFL.G.DUU.G.EE.. C99 Y99 A99 D99 E99 
8 5 3	CCBBB..HHFLY.AAFLY..DFL.G.DUU.G..EE. C99 B99 H99 Y99 D99 
8 4 4	CC.BBBHHDFL.AADFLY...FLYG.UU..G..EE. C99 D97 A99 U99 
8 5 3	CC.BBB.HHFLYAA.FLY..DFL.G.DUU.G..EE. C99 H99 Y99 A99 D99 
8 4 4	.CCBBBHHDFL.AADFLY...FLYGUU...GEE... A99 D97 U98 E98 
8 5 3	.CCBBBHHDF..AADF.Y...FLYGUU.L.GEE.L. L98 A99 D97 U98 E98 
8 6 2	.CCBBBHHDF..AADF.....FL.GUU.LYGEE.LY L98 A99 Y98 D97 U98 E98 
8 4 4	.CCBBBHHDFLYAADFLY...FL.G..UU.G...EE A99 Y99 D97 E99 
8 7 1	.CCBBBHHD...AAD......FL.GUUFLYGEEFLY F98 L98 A99 Y98 D97 U98 E98 
8 4 4	.CCBBBHHDFLYAADFLY...FL.GUU...G..EE. A99 Y99 D97 U98 
8 5 3	.CCBBBHHDFL.AADFL....FL.GUU..YG..EEY A99 Y96 D97 U98 
8 4 4	.CCBBBHHDF..AADFLY...FLYGUU.L.G..EE. L99 A99 D97 U98 
8 5 3	.CCBBBHHDF..AADFL....FLYGUU.LYG..EE. L99 A99 Y99 D97 U98 
8 5 3	CCDBBBHHDFL.AA.FLY...FLYG...UUG...EE C99 A99 D96 U99 E99 
8 5 3	GCCBBBG.HHLY.AAFLY...FL...DFUU..DEE. H98 F99 Y99 G96 U99 
8 4 4	CC.BBBHHDFL.AADFLY...FLYGUU...G..EE. C99 D97 A99 U98 
8 6 2	GCCBBBGHHFL..AAFL...DFL...DUUYEE...Y H99 Y98 G96 D99 E97 
8 5 3	CC.BBBHHDFL.AADFL....FL.GUU..YG..EEY C99 D97 A99 Y98 U98 
8 5 3	CC.BBBHH.FLYAA.FLY...FL.G.DUU.G.D.EE C99 A99 Y97 E99 
8 6 2	.CCBBB.HHFL.GAAFL.G.DFL...DUUYEE...Y H99 Y98 G98 D99 E97 
8 5 3	GCCBBBG.HHL..AAFLY...FLY..DFUU..D.EE H98 F99 G96 U99 E99 
8 5 3	.CCBBBGHHFL.GAAFLY..DFLY..D.UU..EE.. H99 G97 D99 U99 E99 
8 5 3	GCCBBBG.HHL..AAFLY..DFLY..DFUU...EE. H98 F99 G96 D99 U99 
8 5 3	.CCBBB.HHFL.GAAFLYG.DFLY..D.UU..EE.. H99 G98 D99 U99 E99 
8 5 3	.CCBBBHHDFL.AADFL....FLYG..UUYGEE... A99 Y99 D97 E98 
8 5 3	.CCBBB.HHFL..AAFLYG.DFLYG.D.UU..EE.. H99 G99 D99 U99 E99 
8 6 2	CCBBB.HH.FL..AAFL.G.DFLYG.DUUY.EE... C99 B99 G99 D99 Y99 E98 
8 5 3	.CCBBB.HHFL.AA.FLY..DFLYG.D.UUG.EE.. H99 A99 D99 U99 E99 
8 5 3	.CCBBBHHD.L.AAD.LY...FLYGUUF..G..FEE F98 A99 D97 U98 E99 
8 5 3	CCDBBBHHDFL.AA.FLY...FLYG...UUG.EE.. C99 A99 D96 U99 E99 
8 6 2	.CCBBBHHD.L.AAD.L....FLYGUUF.YG..FEE F98 A99 Y99 D97 U98 E99 
8 5 3	CCBBB..HHFL..AAFLY..DFLYG.DUU.GEE... C99 B99 H99 D99 E98 
8 6 2	GCCBBBGHHFL.AA.FL...DFLY..DUUY.EE... H99 A99 Y99 G96 D99 E98 
8 5 3	.CCBBBHH.FL.AA.FLYG.DFLYG.D.UU..EE.. A99 G99 D99 U99 E99 
8 6 2	.CCBBB.HHFL.AA.FL.G.DFL.G.DUUY.EE..Y H99 A99 Y98 G99 D99 E98 
8 6 2	.CCBBB.HHFL.AA.FL.G.DFL.G.DUUY..EE.Y H99 A99 Y98 G99 D99 E99 
8 6 2	.CCBBBHH..L.AAD.L...DFLYGUUF.YG..FEE F98 A99 Y99 D98 U98 E99 
8 5 3	.CCBBBHH.FLYAA.FLY..DFL.G.DUU.G...EE A99 Y99 D99 E95 
8 5 3	.CCBBB..HHL.GAAFLYG..FLY..DFUU..D.EE H98 F99 G98 U99 E99 
8 6 2	.CCBBB..HHL.GAA.LYG..FLY..DFUU..DFEE H98 F98 G98 U99 E99 
8 5 3	CC.BBBHH.FL.AA.FLYG.DFLYG.D.UU...EE. C99 A99 D99 G99 U99 
8 5 3	CC.BBB.HHFL.AA.FLY...FLYG.DUU.G.DEE. C99 B98 H99 A99 
8 5 3	.CCBBBGHHFL.GAAFLY..DFLY..D.UU.EE... H99 G97 D99 U99 E98 
8 5 3	.CCBBBHH..LYGAAFLYG..FL...DFUU..D.EE F99 Y99 G98 U99 E99 
8 5 3	.CCBBB..HHL..AAFLYG..FLYG.DFUU..D.EE H98 F99 G99 U99 E99 
8 5 3	.CCBBB.HHFL..AAFLYG.DFLYG.D.UU.EE... H99 G99 D99 U99 E98 
8 5 3	.CCBBB.HH.L.GAAFLYG..FLY..DFUU..D.EE H99 F99 G98 U99 E99 
8 5 3	CC.BBBHH.FLY.AAFLY..DFL.G.DUU.G..EE. C99 D99 Y95 
8 6 2	.CCBBB.HH.L.GAA.LYG..FLY..DFUU..DFEE H99 F98 G98 U99 E99 
8 5 3	.CCBBB.HHFL.AA.FLY..DFLYG.D.UUGEE... H99 A99 D99 U99 E98 
8 5 3	.CCBBB..HHLY.AAFLY...FL.G.DFUUG.D.EE H98 F99 Y99 U99 E99 
8 5 3	.CCBBBGHHFL.GAAFLY..DFLY..DUU...EE.. H99 G97 D99 E99 
8 5 3	CC.BBB.HHFL..AAFLY..DFLYG.D.UUGEE... C99 H99 D99 U99 E98 
8 5 3	CC.BBB..HHL..AAFLY...FLYG.DFUUG.D.EE C99 H98 F99 U99 E99 
8 6 2	CC.BBB..HHL..AA.LY...FLYG.DFUUG.DFEE C99 H98 F98 U99 E99 
8 5 3	.CCBBBHH.FLY.AAFLYG.DFL.G.D.UU..EE.. Y99 G99 D99 U99 E99 
8 5 3	.CCBBBHH.FLYAA.FLY..DFL.G.D.UUG.EE.. A99 Y99 D99 U99 E99 
8 5 3	CCDBBBHHDFL.AA.FLY...FLYG...UUGEE... C99 A99 D96 U99 E98 
8 5 3	.CCBBBHH..LY.AAFLY..DFL.G.DFUUG.EE.. F99 Y99 D99 U99 E99 
8 6 2	CCDBBBHHD.L.AA..LY...FLYG..FUUGEEF.. C99 F98 A99 D96 U99 E98 
8 5 3	.CCBBB.HHFLY.AAFLY..DFL.G.D.UUG.EE.. H99 Y99 D99 U99 E99 
8 6 2	.CCBBBGHH.L.GAA.LY..DFLY..DFUU...FEE H99 F98 G97 D99 U99 E99 
8 5 3	.CCBBBGHHFL.GAAFLY..DFLY..D.UUEE.... H99 G97 D99 U99 E97 
8 5 3	CCDBBBHHDFL.AA.FLY...FLYG.UU..GEE... C99 A99 D96 U99 E98 
8 6 2	CCDBBBHHDF..AA.F.Y...FLYG.UUL.GEE.L. C99 L98 A99 D96 U99 E98 
8 5 3	.CCBBB.HHFLYAA.FLYG..FL.G.DUU...D.EE H99 A99 Y99 G99 E99 
8 5 3	.CCBBB..HHL..AAFLY..DFLYG.DFUUG.EE.. H98 F99 D99 U99 E99 
8 5 3	CC.BBBGHHFL.GAAFLY..DFLY..DUU..EE... C99 G97 H99 D99 E98 
8 5 3	.CCBBBHH.FLY.AAFLYG.DFL.G.D.UU.EE... Y99 G99 D99 U99 E98 
8 5 3	GCCBBBGHHFL..AAFLY..DFLY..D.UUEE.... H99 G96 D99 U99 E97 
8 5 3	CCBBB..HHFL.AA.FLYG..FLYG.DUU...DEE. C99 B99 H99 A99 G99 
8 6 2	GCCBBBGHH.L..AA.LY..DFLY..DFUUEE.F.. H99 F98 G96 D99 U99 E97 
8 6 2	CC.BBB.HHFL..AAFL.G.DFLYG.DUUY.EE... C99 H99 D99 Y99 G99 E98 
8 5 3	CCBBB.HH.FL.AA.FLY..DFLYG.DUU.GEE... C99 B99 A99 D99 E98 
8 5 3	CCBBB.HH.FL.AA.FLY..DFLYG.DUU.G.EE.. C99 B99 A99 D99 E99 
8 6 2	CCBBB.HH.FL.AA.FL...DFLYG.DUUYG.EE.. C99 B99 A99 Y99 D99 E99 
8 6 2	CCBBBYHH.FLYAA.FL...DFL.G.DUU.G.EE.. C99 B99 A99 Y98 D99 E99 
8 5 3	CCBBB.HH.FL.AA.FLYG.DFLYG.DUU....EE. C99 B99 A99 G99 D99 
8 5 3	GCCBBBGHHFL.AA.FLY..DFLY..DUU.EE.... H99 A99 G96 D99 E97 
8 6 2	CCBBB.HH.FL.AA.FL.G.DFLYG.DUUY...EE. C99 B99 A99 Y99 G99 D99 
8 5 3	CCBBB..HHFL.AA.FLY..DFLYG.DUU.G..EE. C99 B99 H99 A99 D99 
8 6 2	CCBBB..HHFL..AAFL...DFL.G.DUUYG.EE.Y C99 B99 H99 D99 Y98 E99 
8 6 2	CCBBBYHH.FLYAA.FL.G..FL.G.DUU...D.EE C99 B99 A99 Y98 G99 E99 
8 5 3	GCCBBBGHHFL.AA.FLY..DFLY..D.UU...EE. H99 A99 G96 D99 U99 
8 5 3	GCCBBBGHHFLY.AAFLY..DFL...DUU...EE.. H99 Y99 G96 D99 E99 
8 6 2	CCBBB.GHHFL.GAAFL...DFL...DUUY...EEY C99 B99 H99 G97 D99 Y98 
8 6 2	GCCBBBGHHFL..AAFL...DFLY..DUUY..EE.. H99 Y97 G96 D99 E99 
8 6 2	CC.BBBGHHFL.GAAFL...DFLY..DUUY.EE... C99 G97 H99 Y99 D99 E98 
8 6 2	CCBBB..HHFL.GAAFL.G.DFL...DUUY...EEY C99 B99 H99 G98 D99 Y98 
8 6 2	CC.BBB.HHFL..AAFL.G.DFLYG.DUUY...EE. C99 G95 H99 Y99 D99 
8 5 3	GCCBBBGHHFL.AA.FLY..DFLY..DUU...EE.. H99 A99 G96 D99 E99 
8 6 2	CCBBB..HHFL..AAFL.G.DFL.G.DUUY...EEY C99 B99 H99 G99 D99 Y98 
8 6 2	CCBBB..HHFL.AA.FL...DFL.G.DUUYG..EEY C99 B99 H99 A99 D99 Y98 
8 5 3	GCCBBBGHHFL.AA.FLY..DFLY..DUU..EE... H99 A99 G96 D99 E98 
8 6 2	CC.BBB.HHFL..AAFL...DFL.G.DUUYG..EEY C99 B98 H99 D99 Y98 
8 6 2	.CCBBBHH..L...AALYG.DFLYG.DFUU...FEE F98 A99 G99 D99 U99 E99 
8 5 3	CC.BBBHH..L..AAFLYG.DFLYG.DFUU...EE. C99 F99 G99 D99 U99 
8 6 2	GCCBBBGHHFL.AA.FL...DFL...DUUY..EE.Y H99 A99 Y98 G96 D99 E99 
8 5 3	.CCBBBG.HHLYGAAFLY...FL...DFUU..DEE. H98 F99 Y99 G97 U99 
8 5 3	CC.BBBHH..L..AAFLY..DFLYG.DFUUG.EE.. C99 F99 D99 U99 E99 
8 5 3	CCBBB..HH.L..AAFLY...FLYG.DFUUG.DEE. C99 B99 H99 F99 U99 
8 5 3	CC.BBBHH.FLY.AAFLYG.DFL.G.DUU.EE.... C99 Y99 G99 D99 E97 
8 6 2	.CCBBB..HHL...AALY..DFLYG.DFUUG..FEE H98 F98 A99 D99 U99 E99 
8 5 3	CC.BBB.HHFLY.AAFLY..DFL.G.DUU.G.EE.. C99 H99 Y99 D99 E99 
8 6 2	CC.BBBHH..L...AALY..DFLYG.DFUUG..FEE C99 A99 D99 F98 U99 E99 
8 5 3	.CCBBBHHDFL.AADFL....FLYGUU..YG..EE. A99 Y97 D97 U98 
8 5 3	CCDBBBHHD.L.AA.FLY...FLYG..FUUG..EE. C99 A99 F99 D96 U99 
8 5 3	GCCBBBGHHFL.AA.FLY..DFLY..DUU.....EE H99 A99 G96 D99 E99 
8 5 3	CC.BBB.HHFLYGAAFLYG.DFL...DUU....EE. C99 H99 G98 Y99 D99 
8 5 3	CCBBB.HH.FLYGAAFLYG.DFL...DUU....EE. C99 B99 G98 Y99 D99 
8 6 2	.CCBBB.HHFL.GAAFL.G.DFLY..DUUY.EE... H99 Y99 G98 D99 E98 
8 5 3	CC.BBB.HHFL.GAAFLYG.DFLY..D.UU...EE. C99 H99 G98 D99 U99 
8 5 3	CCBBB.HH.FL.GAAFLYG..FLY..DUU...DEE. C99 B99 G98 Y96 
8 5 3	CCBBB.HH.FL.GAAFLYG.DFLY..D.UU...EE. C99 B99 G98 D99 U99 
8 5 3	.CCBBBGHHFLYGAAFLY..DFL...DUU.....EE H99 Y99 G97 D99 E99 
